=========================Vanilla++ Admin Tools Session Logs=========================
Logs Started: 2023-8-30_19-58-1
====================================================================================
19:58:1 | [PermissionManager] Perm (DeleteObjectAtCrosshair) has been registered!
22:2:48 | Player "Prki" (steamId=76561197994647314) initiated disconnect process...
22:2:50 | Player "Prki" (steamId=76561197994647314) disconnected early from server (EXIT NOW).
22:2:58 | Player "Prki" (steamId=76561197994647314) disconnected from server.
22:34:52 | Player "Baz" (steamId=76561198026801937) disconnected from server.
22:34:52 | Player "Baz" (steamId=76561198026801937) initiated disconnect process...
22:48:9 | Player "razvan" (steamId=76561199014660577) connected to server!
22:55:16 | Player "[HEAD] RBN" (steamId=76561198362356498) initiated disconnect process...
22:55:17 | Player "[HEAD] RBN" (steamId=76561198362356498) disconnected early from server (EXIT NOW).
22:55:26 | Player "[HEAD] RBN" (steamId=76561198362356498) disconnected from server.
22:59:59 | Player "HyperG" (steamId=76561198071409527) connected to server!
22:59:59 | Player "Baz" (steamId=76561198026801937) connected to server!
23:14:54 | Player "tsifthanos" (steamId=76561198123155229) connected to server!
23:15:7 | "tsifthanos" (steamid=76561198123155229) toggled godmode
23:17:19 | "tsifthanos": (steamid=76561198123155229) teleported to (pos=Concrete Underground)
23:17:28 | "tsifthanos" (steamid=76561198123155229) toggled godmode
23:17:29 | "tsifthanos" (steamid=76561198123155229) toggled godmode
23:20:10 | "tsifthanos" (steamid=76561198123155229) /heal used on: "Yurasen" (steamid=76561198882022900)
23:20:13 | "tsifthanos" (steamid=76561198123155229) /heal used on: "tsifthanos" (steamid=76561198123155229)
23:20:18 | "tsifthanos" (steamid=76561198123155229) /heal used on: "ParanormalGR" (steamid=76561198074662107)
23:22:22 | Player "[FFO] Jay-Virus" (steamId=76561198272637922) connected to server!
23:22:34 | "tsifthanos" (steamid=76561198123155229) Spawned Item: (Ammo_308Win)
23:22:34 | "tsifthanos" (steamid=76561198123155229) Spawned Item: (Ammo_308Win)
23:22:34 | "tsifthanos" (steamid=76561198123155229) Spawned Item: (Ammo_308Win)
23:22:43 | "tsifthanos" (steamid=76561198123155229) Spawned Item: (Ammo_308Win)
23:22:43 | "tsifthanos" (steamid=76561198123155229) Spawned Item: (Ammo_308Win)
23:22:43 | "tsifthanos" (steamid=76561198123155229) Spawned Item: (Ammo_308Win)
23:22:44 | "tsifthanos" (steamid=76561198123155229) Spawned Item: (Ammo_308Win)
23:22:44 | "tsifthanos" (steamid=76561198123155229) Spawned Item: (Ammo_308Win)
23:28:17 | Player "razvan" (steamId=76561199014660577) initiated disconnect process...
23:28:27 | Player "razvan" (steamId=76561199014660577) disconnected from server.
23:30:10 | Player "razvan" (steamId=76561199014660577) connected to server!
23:34:2 | "tsifthanos" (steamid=76561198123155229) gave godmode to (steamid=76561198882022900)
23:34:4 | "tsifthanos" (steamid=76561198123155229) gave godmode to (steamid=76561198074662107)
23:34:15 | "tsifthanos": (steamid=76561198123155229) teleported to (pos=BM Inside)
23:40:4 | "tsifthanos" (steamid=76561198123155229) Spawned Item: (Keeks_PKM_W40k)
23:40:6 | "tsifthanos" (steamid=76561198123155229) Spawned Item: (Keeks_PKM_Blue)
23:40:8 | "tsifthanos" (steamid=76561198123155229) Spawned Item: (Keeks_PKM_haruku)
23:40:9 | "tsifthanos" (steamid=76561198123155229) Spawned Item: (Keeks_PKM_Cartoon)
23:40:11 | "tsifthanos" (steamid=76561198123155229) Spawned Item: (Keeks_PKM_SmilePurple)
23:40:18 | "tsifthanos" (steamid=76561198123155229) Spawned Item: (Keeks_Mag_PKM_W40k_400rnd)
23:40:28 | "tsifthanos" (steamid=76561198123155229) Spawned Item: (Keeks_Mag_PKM_haruku_100rnd)
23:40:30 | "tsifthanos" (steamid=76561198123155229) Spawned Item: (Keeks_Mag_PKM50_Starship_50rnd)
23:40:30 | "tsifthanos" (steamid=76561198123155229) Spawned Item: (Keeks_Mag_PKM50_Starship_50rnd)
23:40:31 | "tsifthanos" (steamid=76561198123155229) Spawned Item: (Keeks_Mag_PKM50_Starship_50rnd)
23:40:31 | "tsifthanos" (steamid=76561198123155229) Spawned Item: (Keeks_Mag_PKM50_Starship_50rnd)
23:40:31 | "tsifthanos" (steamid=76561198123155229) Spawned Item: (Keeks_Mag_PKM50_Starship_50rnd)
23:40:31 | "tsifthanos" (steamid=76561198123155229) Spawned Item: (Keeks_Mag_PKM50_Starship_50rnd)
23:40:31 | "tsifthanos" (steamid=76561198123155229) Spawned Item: (Keeks_Mag_PKM50_Starship_50rnd)
23:40:31 | "tsifthanos" (steamid=76561198123155229) Spawned Item: (Keeks_Mag_PKM50_Starship_50rnd)
23:40:32 | "tsifthanos" (steamid=76561198123155229) Spawned Item: (Keeks_Mag_PKM50_Starship_50rnd)
23:40:32 | "tsifthanos" (steamid=76561198123155229) Spawned Item: (Keeks_Mag_PKM50_Starship_50rnd)
23:40:32 | "tsifthanos" (steamid=76561198123155229) Spawned Item: (Keeks_Mag_PKM50_Starship_50rnd)
23:40:41 | "tsifthanos" (steamid=76561198123155229) Spawned Item: (Keeks_PKM50_Starship)
23:40:42 | "tsifthanos" (steamid=76561198123155229) Spawned Item: (Keeks_PKM50_Starship)
23:40:42 | "tsifthanos" (steamid=76561198123155229) Spawned Item: (Keeks_PKM50_Starship)
23:40:42 | "tsifthanos" (steamid=76561198123155229) Spawned Item: (Keeks_PKM50_Starship)
23:40:42 | "tsifthanos" (steamid=76561198123155229) Spawned Item: (Keeks_PKM50_Starship)
23:40:42 | "tsifthanos" (steamid=76561198123155229) Spawned Item: (Keeks_PKM50_Starship)
23:40:43 | "tsifthanos" (steamid=76561198123155229) Spawned Item: (Keeks_PKM50_Starship)
23:41:50 | "tsifthanos" (steamid=76561198123155229) Spawned Item: (Keeks_PKM_haruku)
23:41:50 | "tsifthanos" (steamid=76561198123155229) Spawned Item: (Keeks_PKM_haruku)
23:41:50 | "tsifthanos" (steamid=76561198123155229) Spawned Item: (Keeks_PKM_haruku)
23:41:50 | "tsifthanos" (steamid=76561198123155229) Spawned Item: (Keeks_PKM_haruku)
23:41:50 | "tsifthanos" (steamid=76561198123155229) Spawned Item: (Keeks_PKM_haruku)
23:41:55 | "tsifthanos" (steamid=76561198123155229) Spawned Item: (Keeks_PKM_haruku)
23:44:24 | "tsifthanos" (steamid=76561198123155229) gave unlimited ammo to (steamid=76561198123155229)
23:44:47 | "tsifthanos" (steamid=76561198123155229) Spawned Item: (Keeks_Mag_PKM_Blue_100rnd)
23:44:47 | "tsifthanos" (steamid=76561198123155229) Spawned Item: (Keeks_Mag_PKM_Blue_100rnd)
23:45:6 | "tsifthanos" (steamid=76561198123155229) Spawned Item: (Keeks_Mag_PKM_SkullGreen_100rnd)
23:45:19 | "tsifthanos" (steamid=76561198123155229) Spawned Item: (Keeks_Mag_PKM_Stain_400rnd)
