=========================Vanilla++ Admin Tools Session Logs=========================
Logs Started: 2023-8-27_19-1-47
====================================================================================
19:1:47 | [PermissionManager] Perm (DeleteObjectAtCrosshair) has been registered!
19:1:47 | [PermissionManager] Perm (MenuBansManager) has been registered!
19:1:47 | [PermissionManager] Perm (BansManager:UnbanPlayer) has been registered!
19:1:47 | [PermissionManager] Perm (BansManager:UpdateBanDuration) has been registered!
19:1:47 | [PermissionManager] Perm (BansManager:UpdateBanReason) has been registered!
19:1:47 | [PermissionManager] Perm (MenuWebHooks) has been registered!
19:1:47 | [PermissionManager] Perm (MenuWebHooks:Create) has been registered!
19:1:47 | [PermissionManager] Perm (MenuWebHooks:Edit) has been registered!
19:1:47 | [PermissionManager] Perm (MenuWebHooks:Delete) has been registered!
19:1:47 | [PermissionManager] Perm (MenuTeleportManager) has been registered!
19:1:47 | [PermissionManager] Perm (TeleportManager:ViewPlayerPositions) has been registered!
19:1:47 | [PermissionManager] Perm (TeleportManager:TPPlayers) has been registered!
19:1:47 | [PermissionManager] Perm (TeleportManager:TPSelf) has been registered!
19:1:47 | [PermissionManager] Perm (TeleportManager:DeletePreset) has been registered!
19:1:47 | [PermissionManager] Perm (TeleportManager:AddNewPreset) has been registered!
19:1:47 | [PermissionManager] Perm (TeleportManager:EditPreset) has been registered!
19:1:47 | [PermissionManager] Perm (TeleportManager:TeleportEntity) has been registered!
19:1:47 | [PermissionManager] Perm (EspToolsMenu) has been registered!
19:1:47 | [PermissionManager] Perm (EspToolsMenu:DeleteObjects) has been registered!
19:1:47 | [PermissionManager] Perm (EspToolsMenu:PlayerESP) has been registered!
19:1:47 | [PermissionManager] Perm (EspToolsMenu:RestPasscodeFence) has been registered!
19:1:47 | [PermissionManager] Perm (EspToolsMenu:RetriveCodeFromObj) has been registered!
19:1:47 | [PermissionManager] Perm (EspToolsMenu:PlayerMeshEsp) has been registered!
19:1:47 | [PermissionManager] Perm (EspToolsMenu:InstantBaseBuild) has been registered!
19:1:47 | [PermissionManager] Perm (MenuXMLEditor) has been registered!
19:1:47 | [PermissionManager] Perm (MenuCommandsConsole) has been registered!
19:1:48 | [PermissionManager] Adding Super Admin (76561198811763280)
19:1:48 | [PermissionManager] Loaded UserGroups.json
19:1:48 | [BansManager]:: Load(): Loading ban list Json File $profile:VPPAdminTools/BanList.json
19:1:48 | [PermissionManager] Perm (Chat:StripPlayer) has been registered!
19:1:48 | [PermissionManager] Perm (Chat:KillPlayer) has been registered!
19:1:48 | [PermissionManager] Perm (Chat:HealPlayer) has been registered!
19:1:48 | [PermissionManager] Perm (Chat:BringPlayer) has been registered!
19:1:48 | [PermissionManager] Perm (Chat:ReturnPlayer) has been registered!
19:1:48 | [PermissionManager] Perm (Chat:GotoPlayer) has been registered!
19:1:48 | [PermissionManager] Perm (Chat:UnbanPlayer) has been registered!
19:1:48 | [PermissionManager] Perm (Chat:TeleportToTown) has been registered!
19:1:48 | [PermissionManager] Perm (Chat:TeleportToPoint) has been registered!
19:1:48 | [PermissionManager] Perm (Chat:GiveAmmo) has been registered!
19:1:48 | [PermissionManager] Perm (Chat:SpawnInventory) has been registered!
19:1:48 | [PermissionManager] Perm (Chat:SpawnOnGround) has been registered!
19:1:48 | [PermissionManager] Perm (Chat:SpawnInHands) has been registered!
19:1:48 | [PermissionManager] Perm (Chat:SpawnCar) has been registered!
19:1:48 | [PermissionManager] Perm (Chat:refuelCar) has been registered!
19:1:48 | [WeatherManager] Loading Json File $profile:VPPAdminTools/ConfigurablePlugins/WeatherManager/WeatherSettingsPresets.json
19:1:48 | [TimeManager] Loading Json File $profile:VPPAdminTools/ConfigurablePlugins/TimeManager/TimeSettingsPresets.json
19:1:48 | Building Sets Loaded: 8
19:1:50 | [SteamAPIManager] WARNING couldn't fetch server IP from configs; using cURL...
19:1:50 | [SteamAPIManager] ERROR No steam API key configured, and or key is invalid.
19:2:59 | Player "tsifthanos" (steamId=76561198123155229) connected to server!
19:4:30 | "tsifthanos" (steamid=76561198123155229) toggled godmode
19:4:44 | "tsifthanos" (steamid=76561198123155229) spawned preset: (Cash)
19:28:51 | "tsifthanos": (steamid=76561198123155229) teleported to (pos=BM Inside)
19:32:0 | "tsifthanos" (steamid=76561198123155229) deleted object "ZmbM_Mummy" (pos=<11199.346680, 3.290000, 2380.515625>)
19:34:34 | "tsifthanos" (steamid=76561198123155229) Spawned Item: (AmmoBox_50BMG_BossKiller_5Rnd)
19:37:7 | "tsifthanos" (steamid=76561198123155229) Spawned Item: (Ammo_50Cal)
19:41:40 | "tsifthanos": (steamid=76561198123155229) teleported to (pos=SkyTraderF)
20:0:37 | "tsifthanos" (steamid=76561198123155229) Spawned Item: (FS_Naem_Jacket_Standart)
20:0:45 | "tsifthanos" (steamid=76561198123155229) deleted object "FS_Naem_Jacket_Standart" (pos=<354.435242, 293.420685, 593.194275>)
20:1:33 | Player "tsifthanos" (steamId=76561198123155229) initiated disconnect process...
20:1:36 | Player "tsifthanos" (steamId=76561198123155229) disconnected early from server (EXIT NOW).
20:1:43 | Player "tsifthanos" (steamId=76561198123155229) disconnected from server.
