=========================Vanilla++ Admin Tools Session Logs=========================
Logs Started: 2023-8-28_19-5-58
====================================================================================
19:5:58 | [PermissionManager] Perm (DeleteObjectAtCrosshair) has been registered!
19:15:17 | "tsifthanos" (steamid=76561198123155229) teleported to crosshair (pos=<3.057489, 3.515698, 3.897531>)
19:15:17 | "tsifthanos" (steamid=76561198123155229) teleported to crosshair (pos=<3.059971, 3.371770, 3.897593>)
19:15:17 | "tsifthanos" (steamid=76561198123155229) teleported to crosshair (pos=<3.062844, 3.227107, 3.897513>)
19:15:17 | "tsifthanos" (steamid=76561198123155229) teleported to crosshair (pos=<3.065713, 3.082432, 3.897417>)
19:15:17 | "tsifthanos" (steamid=76561198123155229) teleported to crosshair (pos=<3.068938, 2.919659, 3.897292>)
19:15:17 | "tsifthanos" (steamid=76561198123155229) teleported to crosshair (pos=<3.071828, 2.791638, 3.897061>)
19:15:17 | "tsifthanos" (steamid=76561198123155229) teleported to crosshair (pos=<3.076428, 2.607470, 3.896542>)
19:15:17 | "tsifthanos" (steamid=76561198123155229) teleported to crosshair (pos=<3.080553, 2.441701, 3.896029>)
19:15:17 | "tsifthanos" (steamid=76561198123155229) teleported to crosshair (pos=<3.083747, 2.312760, 3.895601>)
19:15:17 | "tsifthanos" (steamid=76561198123155229) teleported to crosshair (pos=<3.088729, 2.126191, 3.894858>)
19:15:17 | "tsifthanos" (steamid=76561198123155229) teleported to crosshair (pos=<3.094441, 1.919813, 3.893895>)
19:15:17 | "tsifthanos" (steamid=76561198123155229) teleported to crosshair (pos=<3.098580, 1.769702, 3.893131>)
19:15:17 | "tsifthanos" (steamid=76561198123155229) teleported to crosshair (pos=<3.102201, 1.638339, 3.892418>)
19:15:17 | "tsifthanos" (steamid=76561198123155229) teleported to crosshair (pos=<3.106418, 1.447595, 3.892059>)
19:15:17 | "tsifthanos" (steamid=76561198123155229) teleported to crosshair (pos=<3.111001, 1.237645, 3.891608>)
19:15:17 | "tsifthanos" (steamid=76561198123155229) teleported to crosshair (pos=<3.115564, 1.027683, 3.891064>)
19:15:17 | "tsifthanos" (steamid=76561198123155229) teleported to crosshair (pos=<3.117384, 0.853654, 3.891729>)
19:15:17 | "tsifthanos" (steamid=76561198123155229) teleported to crosshair (pos=<3.119418, 0.582176, 3.893137>)
19:15:17 | "tsifthanos" (steamid=76561198123155229) teleported to crosshair (pos=<3.120982, 0.368882, 3.894188>)
19:15:17 | "tsifthanos" (steamid=76561198123155229) teleported to crosshair (pos=<3.119787, 0.191803, 3.896635>)
19:15:17 | "tsifthanos" (steamid=76561198123155229) teleported to crosshair (pos=<3.117666, -0.044725, 3.900136>)
19:15:17 | "tsifthanos" (steamid=76561198123155229) teleported to crosshair (pos=<3.116000, -0.222100, 3.902721>)
19:15:17 | "tsifthanos" (steamid=76561198123155229) teleported to crosshair (pos=<3.142577, 0.008771, 3.943710>)
19:15:17 | "tsifthanos" (steamid=76561198123155229) teleported to crosshair (pos=<3.170233, 0.338769, 3.984218>)
19:15:17 | "tsifthanos" (steamid=76561198123155229) teleported to crosshair (pos=<3.139825, 0.149171, 4.224891>)
19:15:19 | "tsifthanos" (steamid=76561198123155229) teleported to crosshair (pos=<3.189397, 0.438419, 4.284364>)
19:15:22 | "tsifthanos" (steamid=76561198123155229) teleported to crosshair (pos=<3.226836, 0.754393, 4.393179>)
19:15:22 | "tsifthanos" (steamid=76561198123155229) teleported to crosshair (pos=<3.259809, 2.259739, 4.504791>)
19:15:23 | "tsifthanos" (steamid=76561198123155229) teleported to crosshair (pos=<3.324770, 3.761225, 4.761131>)
19:15:23 | "tsifthanos" (steamid=76561198123155229) teleported to crosshair (pos=<3.415918, 5.584743, 5.029826>)
19:15:23 | "tsifthanos" (steamid=76561198123155229) teleported to crosshair (pos=<3.574389, 7.444789, 5.278145>)
19:15:23 | "tsifthanos" (steamid=76561198123155229) teleported to crosshair (pos=<3.728842, 8.586360, 5.531363>)
19:15:23 | "tsifthanos" (steamid=76561198123155229) teleported to crosshair (pos=<3.849410, 10.297719, 5.806492>)
19:15:23 | "tsifthanos" (steamid=76561198123155229) teleported to crosshair (pos=<3.993788, 10.906786, 6.087911>)
19:15:24 | "tsifthanos" (steamid=76561198123155229) teleported to crosshair (pos=<4.203353, 11.481718, 6.354860>)
19:15:24 | "tsifthanos" (steamid=76561198123155229) teleported to crosshair (pos=<4.413343, 12.363525, 6.624753>)
19:15:24 | "tsifthanos" (steamid=76561198123155229) teleported to crosshair (pos=<4.549582, 9.097731, 6.964651>)
19:15:24 | "tsifthanos" (steamid=76561198123155229) teleported to crosshair (pos=<4.551170, 8.977924, 6.965028>)
19:15:24 | "tsifthanos" (steamid=76561198123155229) teleported to crosshair (pos=<4.552748, 8.858116, 6.965400>)
19:15:24 | "tsifthanos" (steamid=76561198123155229) teleported to crosshair (pos=<4.554550, 8.721186, 6.965823>)
19:15:24 | "tsifthanos" (steamid=76561198123155229) teleported to crosshair (pos=<4.556414, 8.583937, 6.966226>)
19:15:24 | "tsifthanos" (steamid=76561198123155229) teleported to crosshair (pos=<4.559330, 8.444506, 6.966376>)
19:15:24 | "tsifthanos" (steamid=76561198123155229) teleported to crosshair (pos=<4.561888, 8.322492, 6.966494>)
19:15:24 | "tsifthanos" (steamid=76561198123155229) teleported to crosshair (pos=<4.564432, 8.200473, 6.966599>)
19:15:24 | "tsifthanos" (steamid=76561198123155229) teleported to crosshair (pos=<4.571253, 7.901926, 6.966660>)
19:15:24 | "tsifthanos" (steamid=76561198123155229) teleported to crosshair (pos=<4.579645, 7.582163, 6.966308>)
19:15:24 | "tsifthanos" (steamid=76561198123155229) teleported to crosshair (pos=<4.588212, 7.277303, 6.965671>)
19:15:24 | "tsifthanos" (steamid=76561198123155229) teleported to crosshair (pos=<4.599168, 6.915102, 6.964427>)
19:15:24 | "tsifthanos" (steamid=76561198123155229) teleported to crosshair (pos=<4.608616, 6.603354, 6.963089>)
19:15:24 | "tsifthanos" (steamid=76561198123155229) teleported to crosshair (pos=<4.618669, 6.271548, 6.961315>)
19:15:24 | "tsifthanos" (steamid=76561198123155229) teleported to crosshair (pos=<4.691345, 7.651989, 7.110448>)
19:15:24 | "tsifthanos" (steamid=76561198123155229) teleported to crosshair (pos=<4.778249, 9.425059, 7.293919>)
19:15:24 | "tsifthanos" (steamid=76561198123155229) teleported to crosshair (pos=<4.789200, 9.150128, 7.298854>)
19:15:24 | "tsifthanos" (steamid=76561198123155229) teleported to crosshair (pos=<4.796640, 8.774075, 7.296556>)
19:15:24 | "tsifthanos" (steamid=76561198123155229) teleported to crosshair (pos=<4.799380, 8.564820, 7.295739>)
19:15:24 | "tsifthanos" (steamid=76561198123155229) teleported to crosshair (pos=<4.802314, 8.336577, 7.294780>)
19:15:24 | "tsifthanos" (steamid=76561198123155229) teleported to crosshair (pos=<4.803993, 8.164346, 7.294196>)
19:15:24 | "tsifthanos" (steamid=76561198123155229) teleported to crosshair (pos=<4.804805, 7.990598, 7.293878>)
19:15:24 | "tsifthanos" (steamid=76561198123155229) teleported to crosshair (pos=<4.805686, 7.797559, 7.293503>)
19:15:24 | "tsifthanos" (steamid=76561198123155229) teleported to crosshair (pos=<4.806459, 7.623837, 7.293149>)
19:15:24 | "tsifthanos" (steamid=76561198123155229) teleported to crosshair (pos=<4.806592, 7.428098, 7.293233>)
19:15:24 | "tsifthanos" (steamid=76561198123155229) teleported to crosshair (pos=<4.806537, 7.212183, 7.293442>)
19:15:24 | "tsifthanos" (steamid=76561198123155229) teleported to crosshair (pos=<4.806479, 7.035534, 7.293604>)
19:15:24 | "tsifthanos" (steamid=76561198123155229) teleported to crosshair (pos=<4.806101, 6.837644, 7.294003>)
19:15:24 | "tsifthanos" (steamid=76561198123155229) teleported to crosshair (pos=<4.805270, 6.598223, 7.294740>)
19:15:25 | "tsifthanos" (steamid=76561198123155229) teleported to crosshair (pos=<4.804563, 6.398715, 7.295340>)
19:15:25 | "tsifthanos" (steamid=76561198123155229) teleported to crosshair (pos=<4.803259, 6.197942, 7.296460>)
19:15:25 | "tsifthanos" (steamid=76561198123155229) teleported to crosshair (pos=<4.800625, 5.974598, 7.298799>)
19:15:25 | "tsifthanos" (steamid=76561198123155229) teleported to crosshair (pos=<4.795459, 5.568099, 7.303207>)
19:15:25 | "tsifthanos" (steamid=76561198123155229) teleported to crosshair (pos=<4.783981, 5.114022, 7.312093>)
19:15:25 | "tsifthanos" (steamid=76561198123155229) teleported to crosshair (pos=<4.771155, 4.718953, 7.321037>)
19:15:25 | "tsifthanos" (steamid=76561198123155229) teleported to crosshair (pos=<4.755626, 4.341591, 7.330716>)
19:15:25 | "tsifthanos" (steamid=76561198123155229) teleported to crosshair (pos=<4.722747, 3.683509, 7.347915>)
19:15:25 | "tsifthanos" (steamid=76561198123155229) teleported to crosshair (pos=<4.711308, 3.470083, 7.353011>)
19:15:25 | "tsifthanos" (steamid=76561198123155229) teleported to crosshair (pos=<4.695472, 3.188782, 7.359357>)
19:15:25 | "tsifthanos" (steamid=76561198123155229) teleported to crosshair (pos=<4.684343, 2.994011, 7.363348>)
19:15:25 | "tsifthanos" (steamid=76561198123155229) teleported to crosshair (pos=<4.671845, 2.777577, 7.367387>)
19:15:25 | "tsifthanos" (steamid=76561198123155229) teleported to crosshair (pos=<4.660889, 2.579756, 7.370601>)
19:15:25 | "tsifthanos" (steamid=76561198123155229) teleported to crosshair (pos=<4.651049, 2.403888, 7.373186>)
19:15:25 | "tsifthanos" (steamid=76561198123155229) teleported to crosshair (pos=<4.636159, 2.140059, 7.376562>)
19:15:25 | "tsifthanos" (steamid=76561198123155229) teleported to crosshair (pos=<4.627741, 1.985263, 7.378243>)
19:15:25 | "tsifthanos" (steamid=76561198123155229) teleported to crosshair (pos=<4.615427, 1.739715, 7.380521>)
19:15:25 | "tsifthanos" (steamid=76561198123155229) teleported to crosshair (pos=<4.607548, 1.583453, 7.381741>)
19:15:25 | "tsifthanos" (steamid=76561198123155229) teleported to crosshair (pos=<4.595098, 1.337892, 7.383298>)
19:15:25 | "tsifthanos" (steamid=76561198123155229) teleported to crosshair (pos=<4.587039, 1.157262, 7.384348>)
19:15:25 | "tsifthanos" (steamid=76561198123155229) teleported to crosshair (pos=<4.576370, 0.908162, 7.385602>)
19:15:25 | "tsifthanos" (steamid=76561198123155229) teleported to crosshair (pos=<4.569551, 0.749652, 7.386221>)
19:15:25 | "tsifthanos" (steamid=76561198123155229) teleported to crosshair (pos=<4.559183, 0.499963, 7.386963>)
19:15:25 | "tsifthanos" (steamid=76561198123155229) teleported to crosshair (pos=<4.553060, 0.316371, 7.387612>)
19:15:25 | "tsifthanos" (steamid=76561198123155229) teleported to crosshair (pos=<4.545391, 0.086905, 7.388249>)
19:15:25 | "tsifthanos" (steamid=76561198123155229) teleported to crosshair (pos=<4.536188, -0.188415, 7.388753>)
19:15:25 | "tsifthanos" (steamid=76561198123155229) teleported to crosshair (pos=<4.522319, -0.243366, 7.392125>)
19:15:25 | "tsifthanos" (steamid=76561198123155229) teleported to crosshair (pos=<4.503260, -0.278837, 7.395960>)
19:15:25 | "tsifthanos" (steamid=76561198123155229) teleported to crosshair (pos=<4.490049, -0.303420, 7.397804>)
19:15:25 | "tsifthanos" (steamid=76561198123155229) teleported to crosshair (pos=<4.473779, -0.325306, 7.405792>)
19:15:25 | "tsifthanos" (steamid=76561198123155229) teleported to crosshair (pos=<4.486215, -0.243853, 7.450481>)
19:15:25 | "tsifthanos" (steamid=76561198123155229) teleported to crosshair (pos=<4.500155, -0.153264, 7.499793>)
19:15:25 | "tsifthanos" (steamid=76561198123155229) teleported to crosshair (pos=<4.515650, -0.053517, 7.553610>)
19:15:25 | "tsifthanos" (steamid=76561198123155229) teleported to crosshair (pos=<4.522248, 0.156124, 7.603553>)
19:15:25 | "tsifthanos" (steamid=76561198123155229) teleported to crosshair (pos=<4.529278, 0.508261, 7.677031>)
19:15:25 | "tsifthanos" (steamid=76561198123155229) teleported to crosshair (pos=<4.539122, 0.988546, 7.776598>)
19:15:25 | "tsifthanos" (steamid=76561198123155229) teleported to crosshair (pos=<4.526996, 1.059231, 7.782171>)
19:15:25 | "tsifthanos" (steamid=76561198123155229) teleported to crosshair (pos=<4.516104, 1.082274, 7.779025>)
19:15:25 | "tsifthanos" (steamid=76561198123155229) teleported to crosshair (pos=<4.506508, 1.102773, 7.776033>)
19:15:25 | "tsifthanos" (steamid=76561198123155229) teleported to crosshair (pos=<4.494962, 1.017539, 7.772343>)
19:15:25 | "tsifthanos" (steamid=76561198123155229) teleported to crosshair (pos=<4.485164, 0.809047, 7.769166>)
19:15:25 | "tsifthanos" (steamid=76561198123155229) teleported to crosshair (pos=<4.475431, 0.600570, 7.765746>)
19:15:25 | "tsifthanos" (steamid=76561198123155229) teleported to crosshair (pos=<4.466830, 0.415263, 7.762508>)
19:15:25 | "tsifthanos" (steamid=76561198123155229) teleported to crosshair (pos=<4.454401, 0.335178, 7.773189>)
19:15:25 | "tsifthanos" (steamid=76561198123155229) teleported to crosshair (pos=<4.447082, 0.327128, 7.782563>)
19:15:25 | "tsifthanos" (steamid=76561198123155229) teleported to crosshair (pos=<4.434278, 0.313053, 7.798455>)
19:15:25 | "tsifthanos" (steamid=76561198123155229) teleported to crosshair (pos=<4.443301, 0.459129, 7.841010>)
19:15:25 | "tsifthanos" (steamid=76561198123155229) teleported to crosshair (pos=<4.458762, 0.681076, 7.902556>)
19:15:25 | "tsifthanos" (steamid=76561198123155229) teleported to crosshair (pos=<4.477226, 0.947426, 7.975929>)
19:15:25 | "tsifthanos" (steamid=76561198123155229) teleported to crosshair (pos=<4.482762, 1.128277, 8.014339>)
19:15:25 | "tsifthanos" (steamid=76561198123155229) teleported to crosshair (pos=<4.479346, 1.288518, 8.034727>)
19:15:25 | "tsifthanos" (steamid=76561198123155229) teleported to crosshair (pos=<4.476201, 1.430962, 8.052623>)
19:15:25 | "tsifthanos" (steamid=76561198123155229) teleported to crosshair (pos=<4.471714, 1.626827, 8.076878>)
19:15:25 | "tsifthanos" (steamid=76561198123155229) teleported to crosshair (pos=<4.464197, 1.476393, 8.069680>)
19:15:25 | "tsifthanos" (steamid=76561198123155229) teleported to crosshair (pos=<4.455175, 1.264922, 8.057549>)
19:15:25 | "tsifthanos" (steamid=76561198123155229) teleported to crosshair (pos=<4.447816, 1.095745, 8.047645>)
19:15:25 | "tsifthanos" (steamid=76561198123155229) teleported to crosshair (pos=<4.441570, 0.857761, 8.036064>)
19:15:25 | "tsifthanos" (steamid=76561198123155229) teleported to crosshair (pos=<4.443776, 0.545979, 8.027172>)
19:15:25 | "tsifthanos" (steamid=76561198123155229) teleported to crosshair (pos=<4.445222, 0.327715, 8.020791>)
19:15:25 | "tsifthanos" (steamid=76561198123155229) teleported to crosshair (pos=<4.448013, -0.099538, 8.006892>)
19:15:25 | "tsifthanos" (steamid=76561198123155229) teleported to crosshair (pos=<4.449484, -0.101930, 7.997443>)
19:15:25 | "tsifthanos" (steamid=76561198123155229) teleported to crosshair (pos=<4.451072, -0.104901, 7.986004>)
19:15:25 | "tsifthanos" (steamid=76561198123155229) teleported to crosshair (pos=<4.452036, -0.106944, 7.978337>)
19:15:25 | "tsifthanos" (steamid=76561198123155229) teleported to crosshair (pos=<4.455809, 0.338090, 8.033044>)
19:15:25 | "tsifthanos" (steamid=76561198123155229) teleported to crosshair (pos=<4.459745, 0.840780, 8.096961>)
19:15:25 | "tsifthanos" (steamid=76561198123155229) teleported to crosshair (pos=<4.464087, 1.399222, 8.168049>)
19:15:25 | "tsifthanos" (steamid=76561198123155229) teleported to crosshair (pos=<4.466911, 1.754316, 8.211727>)
19:15:25 | "tsifthanos" (steamid=76561198123155229) teleported to crosshair (pos=<4.467312, 1.755046, 8.202109>)
19:15:25 | "tsifthanos" (steamid=76561198123155229) teleported to crosshair (pos=<4.467656, 1.755551, 8.194588>)
19:15:25 | "tsifthanos" (steamid=76561198123155229) teleported to crosshair (pos=<4.468072, 1.756042, 8.186319>)
19:15:25 | "tsifthanos" (steamid=76561198123155229) teleported to crosshair (pos=<4.465085, 1.659985, 8.177718>)
19:15:25 | "tsifthanos" (steamid=76561198123155229) teleported to crosshair (pos=<4.454423, 1.339875, 8.163284>)
19:15:25 | "tsifthanos" (steamid=76561198123155229) teleported to crosshair (pos=<4.447667, 1.136130, 8.154363>)
19:15:25 | "tsifthanos" (steamid=76561198123155229) teleported to crosshair (pos=<4.437092, 0.815913, 8.140736>)
19:15:25 | "tsifthanos" (steamid=76561198123155229) teleported to crosshair (pos=<4.436489, 0.783068, 8.135139>)
19:15:25 | "tsifthanos" (steamid=76561198123155229) teleported to crosshair (pos=<4.437207, 0.777483, 8.127581>)
19:15:25 | "tsifthanos" (steamid=76561198123155229) teleported to crosshair (pos=<4.437740, 0.773433, 8.122484>)
19:15:25 | "tsifthanos" (steamid=76561198123155229) teleported to crosshair (pos=<4.438951, 0.732328, 8.112956>)
19:15:25 | "tsifthanos" (steamid=76561198123155229) teleported to crosshair (pos=<4.440921, 0.620656, 8.099362>)
19:15:25 | "tsifthanos" (steamid=76561198123155229) teleported to crosshair (pos=<4.443108, 0.495091, 8.084550>)
19:15:25 | "tsifthanos" (steamid=76561198123155229) teleported to crosshair (pos=<4.446365, 0.304192, 8.062963>)
19:15:25 | "tsifthanos" (steamid=76561198123155229) teleported to crosshair (pos=<4.447024, 0.302683, 8.060538>)
19:15:25 | "tsifthanos" (steamid=76561198123155229) teleported to crosshair (pos=<4.447541, 0.301441, 8.058883>)
19:15:25 | "tsifthanos" (steamid=76561198123155229) teleported to crosshair (pos=<4.448178, 0.299767, 8.057312>)
19:15:25 | "tsifthanos" (steamid=76561198123155229) teleported to crosshair (pos=<4.450370, 0.648810, 8.084708>)
19:15:25 | "tsifthanos" (steamid=76561198123155229) teleported to crosshair (pos=<4.455459, 1.527964, 8.154302>)
19:15:25 | "tsifthanos" (steamid=76561198123155229) teleported to crosshair (pos=<4.459018, 2.143370, 8.203019>)
19:15:25 | "tsifthanos" (steamid=76561198123155229) teleported to crosshair (pos=<4.465118, 3.198351, 8.286534>)
19:15:25 | "tsifthanos" (steamid=76561198123155229) teleported to crosshair (pos=<4.465839, 3.227997, 8.288787>)
19:15:25 | "tsifthanos" (steamid=76561198123155229) teleported to crosshair (pos=<4.466817, 3.226401, 8.288654>)
19:15:25 | "tsifthanos" (steamid=76561198123155229) teleported to crosshair (pos=<4.467715, 3.225982, 8.288727>)
19:15:28 | "tsifthanos" (steamid=76561198123155229) toggled godmode
19:15:37 | "76561198123155229" (steamid=76561198123155229) teleported to (pos=<1335.400024, 11.111211, 15241.900391>)
19:15:37 | "tsifthanos": (steamid=76561198123155229) teleported to (pos=1335.4,0,15241.9)
19:15:55 | Player "tsifthanos" (steamId=76561198123155229) initiated disconnect process...
19:15:56 | Player "tsifthanos" (steamId=76561198123155229) disconnected early from server (EXIT NOW).
19:16:5 | Player "tsifthanos" (steamId=76561198123155229) disconnected from server.
