=========================Vanilla++ Admin Tools Session Logs=========================
Logs Started: 2023-8-28_0-34-2
====================================================================================
0:34:2 | [PermissionManager] Perm (DeleteObjectAtCrosshair) has been registered!
0:34:2 | [PermissionManager] Perm (TeleportManager:TPSelf) has been registered!
0:34:2 | [PermissionManager] Perm (TeleportManager:DeletePreset) has been registered!
0:34:2 | [PermissionManager] Perm (TeleportManager:AddNewPreset) has been registered!
0:34:2 | [PermissionManager] Perm (TeleportManager:EditPreset) has been registered!
0:34:2 | [PermissionManager] Perm (TeleportManager:TeleportEntity) has been registered!
0:34:2 | [PermissionManager] Perm (EspToolsMenu) has been registered!
0:34:2 | [PermissionManager] Perm (EspToolsMenu:DeleteObjects) has been registered!
0:34:2 | [PermissionManager] Perm (EspToolsMenu:PlayerESP) has been registered!
0:34:2 | [PermissionManager] Perm (EspToolsMenu:RestPasscodeFence) has been registered!
0:34:2 | [PermissionManager] Perm (EspToolsMenu:RetriveCodeFromObj) has been registered!
0:34:2 | [PermissionManager] Perm (EspToolsMenu:PlayerMeshEsp) has been registered!
0:34:2 | [PermissionManager] Perm (EspToolsMenu:InstantBaseBuild) has been registered!
0:34:2 | [PermissionManager] Perm (MenuXMLEditor) has been registered!
0:34:2 | [PermissionManager] Perm (MenuCommandsConsole) has been registered!
0:34:3 | [PermissionManager] Adding Super Admin (76561198811763280)
0:34:3 | [PermissionManager] Loaded UserGroups.json
0:34:3 | [BansManager]:: Load(): Loading ban list Json File $profile:VPPAdminTools/BanList.json
0:34:3 | [PermissionManager] Perm (Chat:StripPlayer) has been registered!
0:34:3 | [PermissionManager] Perm (Chat:KillPlayer) has been registered!
0:34:3 | [PermissionManager] Perm (Chat:HealPlayer) has been registered!
0:34:3 | [PermissionManager] Perm (Chat:BringPlayer) has been registered!
0:34:3 | [PermissionManager] Perm (Chat:ReturnPlayer) has been registered!
0:34:3 | [PermissionManager] Perm (Chat:GotoPlayer) has been registered!
0:34:3 | [PermissionManager] Perm (Chat:UnbanPlayer) has been registered!
0:34:3 | [PermissionManager] Perm (Chat:TeleportToTown) has been registered!
0:34:3 | [PermissionManager] Perm (Chat:TeleportToPoint) has been registered!
0:34:3 | [PermissionManager] Perm (Chat:GiveAmmo) has been registered!
0:34:3 | [PermissionManager] Perm (Chat:SpawnInventory) has been registered!
0:34:3 | [PermissionManager] Perm (Chat:SpawnOnGround) has been registered!
0:34:3 | [PermissionManager] Perm (Chat:SpawnInHands) has been registered!
0:34:3 | [PermissionManager] Perm (Chat:SpawnCar) has been registered!
0:34:3 | [PermissionManager] Perm (Chat:refuelCar) has been registered!
0:34:3 | [WeatherManager] Loading Json File $profile:VPPAdminTools/ConfigurablePlugins/WeatherManager/WeatherSettingsPresets.json
0:34:3 | [TimeManager] Loading Json File $profile:VPPAdminTools/ConfigurablePlugins/TimeManager/TimeSettingsPresets.json
0:34:3 | Building Sets Loaded: 9
0:34:5 | [SteamAPIManager] WARNING couldn't fetch server IP from configs; using cURL...
0:34:5 | [SteamAPIManager] ERROR No steam API key configured, and or key is invalid.
0:35:12 | Player "tsifthanos" (steamId=76561198123155229) connected to server!
0:35:23 | "tsifthanos" (steamid=76561198123155229) toggled godmode
0:35:25 | "tsifthanos" (steamid=76561198123155229) deleted object "RFWC_DragBoat_Red" (pos=<11280.299805, 0.623029, 11661.875977>)
0:35:27 | "tsifthanos" (steamid=76561198123155229) deleted object "RFWC_Whaler" (pos=<11285.116211, 0.258334, 11663.431641>)
0:36:24 | "76561198123155229" (steamid=76561198123155229) teleported to (pos=<6650.069824, 15.090000, 6429.759766>)
0:36:24 | "tsifthanos": (steamid=76561198123155229) teleported to (pos=6650.07,0,6429.76)
0:36:33 | "tsifthanos" (steamid=76561198123155229) toggled freecam
0:36:40 | "tsifthanos" (steamid=76561198123155229) teleported to crosshair (pos=<6207.699219, 15.781029, 6281.386230>)
0:36:42 | "tsifthanos" (steamid=76561198123155229) toggled freecam
0:38:44 | Player "tsifthanos" (steamId=76561198123155229) initiated disconnect process...
0:38:46 | Player "tsifthanos" (steamId=76561198123155229) disconnected early from server (EXIT NOW).
0:38:54 | Player "tsifthanos" (steamId=76561198123155229) disconnected from server.
