=========================Vanilla++ Admin Tools Session Logs=========================
Logs Started: 2023-8-27_14-16-7
====================================================================================
14:16:7 | [PermissionManager] Perm (DeleteObjectAtCrosshair) has been registered!
14:16:7 | [PermissionManager] Perm (EspToolsMenu:RestPasscodeFence) has been registered!
14:16:7 | [PermissionManager] Perm (EspToolsMenu:RetriveCodeFromObj) has been registered!
14:16:7 | [PermissionManager] Perm (EspToolsMenu:PlayerMeshEsp) has been registered!
14:16:7 | [PermissionManager] Perm (EspToolsMenu:InstantBaseBuild) has been registered!
14:16:7 | [PermissionManager] Perm (MenuXMLEditor) has been registered!
14:16:7 | [PermissionManager] Perm (MenuCommandsConsole) has been registered!
14:16:8 | [PermissionManager] Adding Super Admin (76561198811763280)
14:16:8 | [PermissionManager] Loaded UserGroups.json
14:16:8 | [BansManager]:: Load(): Loading ban list Json File $profile:VPPAdminTools/BanList.json
14:16:8 | [PermissionManager] Perm (Chat:StripPlayer) has been registered!
14:16:8 | [PermissionManager] Perm (Chat:KillPlayer) has been registered!
14:16:8 | [PermissionManager] Perm (Chat:HealPlayer) has been registered!
14:16:8 | [PermissionManager] Perm (Chat:BringPlayer) has been registered!
14:16:8 | [PermissionManager] Perm (Chat:ReturnPlayer) has been registered!
14:16:8 | [PermissionManager] Perm (Chat:GotoPlayer) has been registered!
14:16:8 | [PermissionManager] Perm (Chat:UnbanPlayer) has been registered!
14:16:8 | [PermissionManager] Perm (Chat:TeleportToTown) has been registered!
14:16:8 | [PermissionManager] Perm (Chat:TeleportToPoint) has been registered!
14:16:8 | [PermissionManager] Perm (Chat:GiveAmmo) has been registered!
14:16:8 | [PermissionManager] Perm (Chat:SpawnInventory) has been registered!
14:16:8 | [PermissionManager] Perm (Chat:SpawnOnGround) has been registered!
14:16:8 | [PermissionManager] Perm (Chat:SpawnInHands) has been registered!
14:16:8 | [PermissionManager] Perm (Chat:SpawnCar) has been registered!
14:16:8 | [PermissionManager] Perm (Chat:refuelCar) has been registered!
14:16:8 | [WeatherManager] Loading Json File $profile:VPPAdminTools/ConfigurablePlugins/WeatherManager/WeatherSettingsPresets.json
14:16:8 | [TimeManager] Loading Json File $profile:VPPAdminTools/ConfigurablePlugins/TimeManager/TimeSettingsPresets.json
14:16:8 | Building Sets Loaded: 8
14:16:10 | [SteamAPIManager] WARNING couldn't fetch server IP from configs; using cURL...
14:16:10 | [SteamAPIManager] ERROR No steam API key configured, and or key is invalid.
14:17:22 | Player "tsifthanos" (steamId=76561198123155229) connected to server!
14:21:10 | "tsifthanos" (steamid=76561198123155229) toggled godmode
14:21:16 | "tsifthanos" (steamid=76561198123155229) deleted object "ZmbM_Mummy" (pos=<11200.494141, 3.290000, 2379.215576>)
14:21:20 | "tsifthanos" (steamid=76561198123155229) toggled godmode
14:21:25 | "tsifthanos" (steamid=76561198123155229) toggled godmode
14:21:26 | "tsifthanos" (steamid=76561198123155229) toggled godmode
14:21:27 | "tsifthanos" (steamid=76561198123155229) /heal used on: "tsifthanos" (steamid=76561198123155229)
14:21:31 | "tsifthanos" (steamid=76561198123155229) toggled godmode
14:22:18 | "tsifthanos" (steamid=76561198123155229) toggled godmode
14:22:22 | "tsifthanos" (steamid=76561198123155229) /heal used on: "tsifthanos" (steamid=76561198123155229)
14:22:37 | "tsifthanos" (steamid=76561198123155229) toggled godmode
14:25:1 | "tsifthanos" (steamid=76561198123155229) Spawned Item: (Arzzz_Ammo_Laser)
14:25:29 | "tsifthanos" (steamid=76561198123155229) Spawned Item: (ArzzzMinigun_Mag)
14:25:45 | "tsifthanos" (steamid=76561198123155229) Spawned Item: (ArzzzMinigun_Mag)
14:25:45 | "tsifthanos" (steamid=76561198123155229) Spawned Item: (ArzzzMinigun_Mag)
14:25:45 | "tsifthanos" (steamid=76561198123155229) Spawned Item: (ArzzzMinigun_Mag)
14:26:36 | "tsifthanos" (steamid=76561198123155229) Spawned Item: (Arzzz_Ammo_Laser)
14:26:37 | "tsifthanos" (steamid=76561198123155229) Spawned Item: (Arzzz_Ammo_Laser)
14:26:37 | "tsifthanos" (steamid=76561198123155229) Spawned Item: (Arzzz_Ammo_Laser)
14:26:37 | "tsifthanos" (steamid=76561198123155229) Spawned Item: (Arzzz_Ammo_Laser)
14:26:38 | "tsifthanos" (steamid=76561198123155229) Spawned Item: (Arzzz_Ammo_Laser)
14:26:38 | "tsifthanos" (steamid=76561198123155229) Spawned Item: (Arzzz_Ammo_Laser)
14:26:43 | "tsifthanos" (steamid=76561198123155229) Spawned Item: (ArzzzMinigun_Mag)
14:26:43 | "tsifthanos" (steamid=76561198123155229) Spawned Item: (ArzzzMinigun_Mag)
14:26:43 | "tsifthanos" (steamid=76561198123155229) Spawned Item: (ArzzzMinigun_Mag)
14:26:43 | "tsifthanos" (steamid=76561198123155229) Spawned Item: (ArzzzMinigun_Mag)
14:26:43 | "tsifthanos" (steamid=76561198123155229) Spawned Item: (ArzzzMinigun_Mag)
14:26:43 | "tsifthanos" (steamid=76561198123155229) Spawned Item: (ArzzzMinigun_Mag)
14:28:14 | "tsifthanos" (steamid=76561198123155229) toggled godmode
14:28:15 | "tsifthanos" (steamid=76561198123155229) toggled godmode
14:28:33 | "tsifthanos" (steamid=76561198123155229) toggled freecam
14:28:49 | "tsifthanos" (steamid=76561198123155229) teleported to crosshair (pos=<11091.695313, 40.928089, 2291.251465>)
14:28:51 | "tsifthanos" (steamid=76561198123155229) toggled freecam
14:31:14 | "76561198123155229" (steamid=76561198123155229) teleported to (pos=<1367.660034, 8.320000, 15421.099609>)
14:31:14 | "tsifthanos": (steamid=76561198123155229) teleported to (pos=1367.66,0,15421.1)
14:32:54 | "tsifthanos": (steamid=76561198123155229) teleported to (pos=SkyTraderF)
14:37:29 | "tsifthanos" (steamid=76561198123155229) deleted objects using ESP
14:41:24 | "tsifthanos" (steamid=76561198123155229) Spawned Item: (TF_Mag_MAR10_10Rnd)
14:42:25 | Player "tsifthanos" (steamId=76561198123155229) initiated disconnect process...
14:42:27 | Player "tsifthanos" (steamId=76561198123155229) disconnected early from server (EXIT NOW).
14:42:35 | Player "tsifthanos" (steamId=76561198123155229) disconnected from server.
17:19:53 | Player "akpe" (steamId=76561198003550347) connected to server!
17:20:58 | "akpe" (steamid=76561198003550347) toggled godmode
17:21:13 | "akpe" (steamid=76561198003550347) Spawned Item: (FS_HK_416)
17:21:14 | "akpe" (steamid=76561198003550347) Spawned Item: (FS_HK_416_bttstck)
17:21:27 | "akpe" (steamid=76561198003550347) /ammo used on self.
17:21:45 | "akpe" (steamid=76561198003550347) /ammo used on self.
17:22:2 | "akpe" (steamid=76561198003550347) Spawned Item: (GCGN_HK416)
17:22:3 | "akpe" (steamid=76561198003550347) Spawned Item: (GCGN_HK416_Mag)
17:22:33 | "76561198003550347" (steamid=76561198003550347) teleported to (pos=<10322.000000, 4.349009, 11931.799805>)
17:22:33 | "akpe": (steamid=76561198003550347) teleported to (pos=10322,0,11931.8)
17:22:50 | "akpe" (steamid=76561198003550347) healed player (steamid=76561198003550347)
17:22:52 | "akpe" (steamid=76561198003550347) gave unlimited ammo to (steamid=76561198003550347)
17:23:2 | "akpe" (steamid=76561198003550347) teleported to crosshair (pos=<10381.239258, 6.127132, 11925.007813>)
17:23:2 | "akpe" (steamid=76561198003550347) teleported to crosshair (pos=<10391.389648, 6.289979, 11922.523438>)
17:23:3 | "akpe" (steamid=76561198003550347) teleported to crosshair (pos=<10401.695313, 6.303526, 11919.442383>)
17:23:3 | "akpe" (steamid=76561198003550347) teleported to crosshair (pos=<10411.930664, 6.316293, 11916.347656>)
17:23:3 | "akpe" (steamid=76561198003550347) teleported to crosshair (pos=<10423.549805, 6.300016, 11912.261719>)
17:23:3 | "akpe" (steamid=76561198003550347) teleported to crosshair (pos=<10433.151367, 6.381110, 11908.377930>)
17:23:4 | "akpe" (steamid=76561198003550347) teleported to crosshair (pos=<10441.416016, 6.738016, 11904.944336>)
17:23:4 | "akpe" (steamid=76561198003550347) teleported to crosshair (pos=<10450.662109, 6.872038, 11901.107422>)
17:23:4 | "akpe" (steamid=76561198003550347) teleported to crosshair (pos=<10461.792969, 6.655116, 11896.549805>)
17:23:4 | "akpe" (steamid=76561198003550347) teleported to crosshair (pos=<10474.691406, 6.090158, 11891.197266>)
17:23:4 | "akpe" (steamid=76561198003550347) teleported to crosshair (pos=<10487.506836, 5.549385, 11885.932617>)
17:23:5 | "akpe" (steamid=76561198003550347) teleported to crosshair (pos=<10498.621094, 5.364289, 11881.331055>)
17:23:5 | "akpe" (steamid=76561198003550347) teleported to crosshair (pos=<10509.620117, 5.294862, 11877.251953>)
17:23:5 | "akpe" (steamid=76561198003550347) teleported to crosshair (pos=<10520.190430, 5.353889, 11873.606445>)
17:23:5 | "akpe" (steamid=76561198003550347) teleported to crosshair (pos=<10528.269531, 5.821040, 11870.779297>)
17:23:5 | "akpe" (steamid=76561198003550347) teleported to crosshair (pos=<10536.211914, 6.429873, 11868.057617>)
17:23:6 | "akpe" (steamid=76561198003550347) teleported to crosshair (pos=<10537.227539, 7.919189, 11868.135742>)
17:23:6 | "akpe" (steamid=76561198003550347) teleported to crosshair (pos=<10548.847656, 7.364001, 11864.404297>)
17:23:6 | "akpe" (steamid=76561198003550347) teleported to crosshair (pos=<10556.315430, 7.669358, 11861.900391>)
17:23:6 | "akpe" (steamid=76561198003550347) teleported to crosshair (pos=<10563.547852, 7.737751, 11859.381836>)
17:23:7 | "akpe" (steamid=76561198003550347) teleported to crosshair (pos=<10572.992188, 7.502947, 11856.166992>)
17:23:7 | "akpe" (steamid=76561198003550347) teleported to crosshair (pos=<10587.937500, 6.583375, 11850.953125>)
17:23:7 | "akpe" (steamid=76561198003550347) teleported to crosshair (pos=<10611.043945, 4.814764, 11842.297852>)
17:23:8 | "akpe" (steamid=76561198003550347) teleported to crosshair (pos=<10624.583984, 4.463071, 11837.223633>)
17:23:8 | "akpe" (steamid=76561198003550347) teleported to crosshair (pos=<10638.137695, 4.372003, 11832.557617>)
17:23:8 | "akpe" (steamid=76561198003550347) teleported to crosshair (pos=<10656.042969, 4.019220, 11826.689453>)
17:23:8 | "akpe" (steamid=76561198003550347) teleported to crosshair (pos=<10669.487305, 4.182323, 11822.327148>)
17:23:9 | "akpe" (steamid=76561198003550347) teleported to crosshair (pos=<10682.786133, 4.492237, 11818.154297>)
17:23:9 | "akpe" (steamid=76561198003550347) teleported to crosshair (pos=<10692.914063, 5.096720, 11814.926758>)
17:23:9 | "akpe" (steamid=76561198003550347) teleported to crosshair (pos=<10707.576172, 5.197301, 11810.328125>)
17:23:9 | "akpe" (steamid=76561198003550347) teleported to crosshair (pos=<10723.163086, 5.194138, 11805.379883>)
17:23:12 | "akpe" (steamid=76561198003550347) teleported to crosshair (pos=<10739.392578, 5.189597, 11799.424805>)
17:23:12 | "akpe" (steamid=76561198003550347) teleported to crosshair (pos=<10749.352539, 5.186498, 11795.935547>)
17:23:12 | "akpe" (steamid=76561198003550347) teleported to crosshair (pos=<10759.341797, 5.185869, 11792.484375>)
17:23:12 | "akpe" (steamid=76561198003550347) teleported to crosshair (pos=<10769.045898, 5.188334, 11789.205078>)
17:23:13 | "akpe" (steamid=76561198003550347) teleported to crosshair (pos=<10779.704102, 5.194139, 11786.142578>)
17:23:13 | "akpe" (steamid=76561198003550347) teleported to crosshair (pos=<10790.951172, 5.199420, 11783.393555>)
17:23:13 | "akpe" (steamid=76561198003550347) teleported to crosshair (pos=<10801.927734, 5.199762, 11780.799805>)
17:23:13 | "akpe" (steamid=76561198003550347) teleported to crosshair (pos=<10812.816406, 5.200320, 11778.294922>)
17:23:13 | "akpe" (steamid=76561198003550347) teleported to crosshair (pos=<10824.389648, 5.201413, 11775.587891>)
17:23:14 | "akpe" (steamid=76561198003550347) teleported to crosshair (pos=<10836.798828, 5.203351, 11774.581055>)
17:23:14 | "akpe" (steamid=76561198003550347) teleported to crosshair (pos=<10850.901367, 5.209485, 11774.102539>)
17:23:14 | "akpe" (steamid=76561198003550347) teleported to crosshair (pos=<10867.040039, 5.223839, 11774.983398>)
17:23:15 | "akpe" (steamid=76561198003550347) teleported to crosshair (pos=<10876.846680, 6.307232, 11776.903320>)
17:23:15 | "akpe" (steamid=76561198003550347) teleported to crosshair (pos=<10900.610352, 5.550762, 11780.963867>)
17:23:16 | "akpe" (steamid=76561198003550347) teleported to crosshair (pos=<10916.001953, 5.617743, 11782.129883>)
17:23:17 | "akpe" (steamid=76561198003550347) teleported to crosshair (pos=<10938.859375, 3.893677, 11780.436523>)
17:23:25 | "akpe" (steamid=76561198003550347) teleported to crosshair (pos=<11003.833984, 0.200762, 11741.364258>)
17:23:25 | "akpe" (steamid=76561198003550347) teleported to crosshair (pos=<11021.569336, 0.263132, 11730.512695>)
17:23:26 | "akpe" (steamid=76561198003550347) teleported to crosshair (pos=<11036.908203, 0.297609, 11721.471680>)
17:23:26 | "akpe" (steamid=76561198003550347) teleported to crosshair (pos=<11051.124023, 0.329324, 11712.975586>)
17:23:26 | "akpe" (steamid=76561198003550347) teleported to crosshair (pos=<11064.791016, 0.355835, 11704.590820>)
17:23:26 | "akpe" (steamid=76561198003550347) teleported to crosshair (pos=<11078.089844, 0.405331, 11696.787109>)
17:23:27 | "akpe" (steamid=76561198003550347) teleported to crosshair (pos=<11090.064453, 0.598743, 11690.435547>)
17:23:27 | "akpe" (steamid=76561198003550347) teleported to crosshair (pos=<11103.079102, 0.786165, 11684.344727>)
17:23:27 | "akpe" (steamid=76561198003550347) teleported to crosshair (pos=<11117.378906, 0.750213, 11678.207031>)
17:23:27 | "akpe" (steamid=76561198003550347) teleported to crosshair (pos=<11130.940430, 0.793730, 11672.380859>)
17:23:27 | "akpe" (steamid=76561198003550347) teleported to crosshair (pos=<11142.547852, 1.085150, 11667.649414>)
17:23:28 | "akpe" (steamid=76561198003550347) teleported to crosshair (pos=<11155.269531, 1.250822, 11662.673828>)
17:23:28 | "akpe" (steamid=76561198003550347) teleported to crosshair (pos=<11169.000000, 1.268662, 11657.584961>)
17:23:28 | "akpe" (steamid=76561198003550347) teleported to crosshair (pos=<11180.478516, 1.479535, 11653.740234>)
17:23:29 | "akpe" (steamid=76561198003550347) teleported to crosshair (pos=<11193.610352, 1.702819, 11649.506836>)
17:23:29 | "akpe" (steamid=76561198003550347) teleported to crosshair (pos=<11204.613281, 1.681402, 11645.070313>)
17:23:30 | "akpe" (steamid=76561198003550347) teleported to crosshair (pos=<11215.338867, 1.632277, 11638.541992>)
17:23:32 | "akpe" (steamid=76561198003550347) teleported to crosshair (pos=<11240.416016, 1.925069, 11645.575195>)
17:23:34 | "akpe" (steamid=76561198003550347) teleported to crosshair (pos=<11259.775391, 1.940065, 11661.947266>)
17:24:13 | "akpe" (steamid=76561198003550347) Spawned Item: (RFWC_CarpBoat)
17:25:9 | "76561198003550347" (steamid=76561198003550347) teleported to (pos=<10435.000000, 37.158695, 11403.099609>)
17:25:9 | "akpe": (steamid=76561198003550347) teleported to (pos=10435,0,11403.1)
17:25:10 | "76561198003550347" (steamid=76561198003550347) teleported to (pos=<10435.000000, 37.158695, 11403.099609>)
17:25:10 | "akpe": (steamid=76561198003550347) teleported to (pos=10435,0,11403.1)
17:25:12 | "76561198003550347" (steamid=76561198003550347) teleported to (pos=<10425.900391, 36.222004, 11403.099609>)
17:25:12 | "akpe": (steamid=76561198003550347) teleported to (pos=10425.9,0,11403.1)
17:25:15 | "akpe": (steamid=76561198003550347) teleported to (pos= | Crotch Island)
17:25:18 | "akpe" (steamid=76561198003550347) toggled freecam
17:25:27 | "akpe" (steamid=76561198003550347) teleported to crosshair (pos=<67.737366, 99.510010, 65.304253>)
17:25:32 | Player "akpe" (steamId=76561198003550347) initiated disconnect process...
17:25:35 | Player "akpe" (steamId=76561198003550347) disconnected early from server (EXIT NOW).
17:25:42 | Player "akpe" (steamId=76561198003550347) disconnected from server.
